,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
347,1010014202,215,219,3,104,0,-,을지로,0,0,0,50,0,0,0,80.0953,
301,1010011904,216,209,4,104,0,-,장충단로,0,0,0,50,0,0,0,50.1217,
329,1010013301,216,210,3,104,0,-,을지로,0,0,0,50,0,0,0,56.5405,
365,1010015005,216,222,3,104,0,-,을지로,0,0,0,50,0,0,0,54.7522,
419,1010017401,216,250,4,104,0,-,장충단로,0,0,0,50,0,0,0,217.7643,
284,1010011302,217,203,3,104,0,-,남대문로,0,0,0,50,0,0,0,64.0876,
338,1010013903,217,220,3,104,0,-,을지로,0,0,0,50,0,0,0,68.9089,
346,1010014201,217,215,3,104,0,-,을지로,0,0,0,50,0,0,0,74.2724,
407,1010017001,217,238,2,104,0,-,남대문로,0,0,0,50,0,0,0,63.8084,
314,1010012701,218,9,3,104,0,-,창경궁로,0,0,0,50,0,0,0,200.941,
343,1010014102,219,223,3,104,0,-,을지로,0,0,0,50,0,0,0,80.0952,
348,1010014203,219,221,3,104,0,-,을지로,0,0,0,50,0,0,0,117.4993,
746,1010043000,219,241,1,104,0,-,삼일대로13길,0,0,0,40,0,0,0,183.8985,
337,1010013902,220,213,3,104,0,-,을지로,0,0,0,50,0,0,0,194.8691,
344,1010014103,221,219,3,104,0,-,을지로,0,0,0,50,0,0,0,117.4993,
349,1010014204,221,224,3,104,0,-,을지로,0,0,0,50,0,0,0,158.2851,
654,1010042200,221,241,1,104,0,-,을지로7길,0,0,0,30,0,0,0,75.4277,
756,1010047400,221,297,1,104,0,-,명동11길,0,0,0,50,0,0,0,88.8962,
364,1010015004,222,226,3,104,0,-,을지로,0,0,0,50,0,0,0,42.395,
342,1010014101,223,217,3,104,0,-,을지로,0,0,0,50,0,0,0,74.2724,
651,1010041900,223,238,2,104,0,-,남대문로,0,0,0,50,0,0,0,89.607,
308,1010012301,224,181,2,104,0,-,삼일대로,0,0,0,50,0,0,0,91.005,
345,1010014104,224,221,3,104,0,-,을지로,0,0,0,50,0,0,0,158.2851,
351,94,224,227,3,104,0,-,을지로,0,0,0,50,0,0,0,195.6253,
399,1010016601,224,237,3,104,0,-,삼일대로,0,0,0,50,0,0,0,74.8128,
4,1010000202,225,231,3,103,0,6,새문안로,0,1,0,50,0,0,0,25.2683,
360,1010014904,226,214,3,104,0,-,을지로,0,0,0,50,0,0,0,42.3949,
363,1010015003,226,234,3,104,0,-,을지로,0,0,0,50,0,0,0,208.5335,
635,1010040100,226,199,1,104,0,-,장충단로,0,0,0,10,0,0,0,174.4438,
752,1010043800,226,254,1,104,0,-,을지로43길,0,0,0,10,0,0,0,216.1852,
317,1010012901,227,11,1,104,0,-,수표로,0,0,0,30,0,0,0,43.114,
350,93,227,224,3,104,0,-,을지로,0,0,0,50,0,0,0,195.6253,
357,97,227,230,3,104,0,-,을지로,0,0,0,50,0,0,0,254.2656,
755,1010044100,227,257,1,104,0,-,수표로,0,0,0,30,0,0,0,196.5999,
0,1010000101,228,211,3,103,0,6,새문안로,0,1,0,50,0,0,0,61.6348,
414,1010017301,229,216,4,104,0,-,장충단로,0,0,0,50,0,0,0,72.2043,
650,1010041800,229,222,3,104,0,-,을지로,0,0,0,50,0,0,0,89.2802,
306,78,230,172,3,104,0,-,충무로,1,0,0,50,0,0,0,224.0214,
356,1010014700,230,227,3,104,0,-,을지로,0,0,0,50,0,0,0,254.2656,
377,1010015801,230,232,3,104,0,-,을지로,0,0,0,50,0,0,0,260.059,
403,117,230,260,3,104,0,-,충무로,0,0,0,50,0,0,0,206.0884,
1,1010000102,231,228,3,103,0,6,새문안로,0,1,0,50,0,0,0,25.2683,
5,1010000203,231,249,3,103,0,6,새문안로,0,1,0,50,0,0,0,146.8574,
644,1010041200,231,208,1,104,0,-,통일로4길,0,0,0,30,0,0,0,105.9437,
374,1010015701,232,230,3,104,0,-,을지로,0,0,0,50,0,0,0,260.059,
378,1010015802,232,233,3,104,0,-,을지로,0,0,0,50,0,0,0,169.7177,
379,1010015803,233,235,3,104,0,-,을지로,0,0,0,50,0,0,0,57.014,
653,1010042100,233,218,3,104,0,-,을지로,0,0,0,50,0,0,0,73.1514,
359,1010014903,234,226,3,104,0,-,을지로,0,0,0,50,0,0,0,208.5334,
362,1010015002,234,245,3,104,0,-,을지로,0,0,0,50,0,0,0,198.4704,
668,1010045500,234,258,1,104,0,-,을지로39길,0,0,0,30,0,0,0,360.4842,
315,1010012702,235,218,3,104,0,-,창경궁로,0,0,0,50,0,0,0,57.2511,
376,1010015703,235,236,3,104,0,-,을지로,0,0,0,50,0,0,0,52.6135,
392,1010016201,235,240,3,104,0,-,을지로,0,0,0,50,0,0,0,204.7773,
413,1010017201,235,248,6,104,0,-,창경궁로,1,0,0,50,0,0,0,52.0102,
375,1010015702,236,232,3,104,0,-,을지로,0,0,0,50,0,0,0,174.1182,
396,1010016501,237,224,2,104,0,-,삼일대로,0,0,0,50,0,0,0,74.8129,
400,1010016602,237,256,3,104,0,-,삼일대로,0,0,0,50,0,0,0,128.3109,
657,1010042900,237,241,1,104,0,-,삼일대로13길,0,0,0,30,0,0,0,161.3353,
408,1010017002,238,265,2,104,0,-,남대문로,0,0,0,50,0,0,0,233.6421,
389,1010016101,239,235,3,104,0,-,을지로,0,0,0,50,0,0,0,57.6603,
749,1010043300,239,248,1,104,0,-,을지로,0,0,0,50,0,0,0,69.6731,
390,1010016102,240,239,3,104,0,-,을지로,0,0,0,50,0,0,0,147.1374,
393,1010016202,240,245,3,104,0,-,을지로,0,0,0,50,0,0,0,161.7262,
664,1010045000,240,264,1,104,0,-,을지로35길,0,0,0,30,0,0,0,250.4278,
655,1010042300,241,221,1,104,0,-,을지로7길,0,0,0,30,0,0,0,75.4278,
656,1010042800,241,237,1,104,0,-,삼일대로13길,0,0,0,30,0,0,0,161.3353,
660,1010044600,241,259,1,104,0,-,을지로7길,0,0,0,30,0,0,0,152.8068,
747,1010043100,241,219,1,104,0,-,삼일대로13길,0,0,0,40,0,0,0,203.6056,
404,1010016901,242,217,3,104,0,-,남대문로,0,0,0,50,0,0,0,63.7897,
652,1010042000,242,220,3,104,0,-,을지로,0,0,0,50,0,0,0,90.9251,
382,1010015905,243,198,2,104,0,-,다산로,0,0,0,60,0,0,0,41.0775,
385,1010016003,243,244,2,104,0,-,다산로,0,0,0,60,0,0,0,40.0267,
649,1010041700,243,194,1,104,0,-,퇴계로75길,0,0,0,30,0,0,0,201.297,
381,1010015904,244,243,2,104,0,-,다산로,0,0,0,60,0,0,0,39.1828,
386,1010016004,244,255,2,104,0,-,다산로,0,0,0,60,0,0,0,92.0554,
698,1010050000,244,300,1,104,0,-,다산로48길,0,0,0,30,0,0,0,69.3729,
332,1010013501,245,182,3,104,0,-,동호로,0,0,0,50,0,0,0,248.1255,
358,1010014902,245,234,3,104,0,-,을지로,0,0,0,50,0,0,0,195.0522,
391,1010016103,245,240,3,104,0,-,을지로,0,0,0,50,0,0,0,162.1289,
438,1010018402,245,264,4,104,0,-,동호로,0,0,0,50,0,0,0,171.7687,
352,1010014502,246,200,2,104,0,-,을지로45길,0,0,0,40,0,0,0,323.9325,
355,1010014603,246,251,2,104,0,-,을지로45길,0,0,0,40,0,0,0,101.8189,
647,1010041500,246,190,1,104,0,-,퇴계로71길,1,0,0,30,0,0,0,265.0659,
410,1010017101,247,235,3,104,0,-,창경궁로,0,0,0,50,0,0,0,49.0573,
748,1010043200,247,236,3,104,0,-,을지로,0,0,0,50,0,0,0,63.5579,
271,1010017202,248,266,3,104,0,-,창경궁로,1,0,0,50,0,0,0,177.5432,
2,1010000103,249,231,3,103,0,6,새문안로,0,1,0,50,0,0,0,146.8575,
48,1010000204,249,262,3,103,0,6,새문안로,0,1,0,50,0,0,0,115.0597,
415,1010017302,250,229,4,104,0,-,장충단로,0,0,0,50,0,0,0,148.2079,
420,1010017402,250,267,4,104,0,-,장충단로,0,0,0,50,0,0,0,135.2562,
663,1010044900,250,254,2,104,0,-,장충단로13길,0,0,0,30,0,0,0,109.2792,
353,1010014503,251,246,2,104,0,-,을지로45길,0,0,0,40,0,0,0,90.719,
432,128,251,255,2,104,0,-,마장로,0,0,0,40,0,0,0,307.7956,
445,136,251,253,2,104,0,-,마장로,0,0,0,40,0,0,0,144.7691,
451,1010019001,251,252,1,104,0,-,마장로1길,0,0,0,40,0,0,0,60.4172,
450,1010018902,252,251,1,104,0,-,마장로1길,0,0,0,40,0,0,0,64.5997,
452,1010019002,252,16,1,104,0,-,마장로1길,0,0,0,40,0,0,0,134.7025,
692,1010049400,252,298,1,104,0,-,마장로1가길,0,0,0,40,0,0,0,206.1368,
446,1010018702,253,267,2,104,0,-,마장로,0,0,0,40,0,0,0,132.7612,
448,1010018802,253,251,2,104,0,-,마장로,0,0,0,40,0,0,0,151.5002,
696,1010049800,253,299,1,104,0,-,-,0,0,0,10,0,0,0,84.2708,
662,1010044800,254,250,2,104,0,-,장충단로13길,1,0,0,30,0,0,0,108.1495,
667,1010045400,254,258,1,104,0,-,장충단로13길,0,0,0,30,0,0,0,45.5798,도로명없음
753,1010043900,254,226,1,104,0,-,을지로43길,1,0,0,10,0,0,0,220.6253,
380,1010015903,255,244,2,104,0,-,다산로,0,0,0,60,0,0,0,92.4958,
431,127,255,251,2,104,0,-,마장로,0,0,0,40,0,0,0,310.6709,
441,1010018501,255,263,1,104,0,-,마장로,0,0,0,40,0,0,0,324.1608,
455,1010019201,255,278,3,104,0,-,다산로,0,0,0,60,0,0,0,182.8112,
397,1010016502,256,237,2,104,0,-,삼일대로,0,0,0,50,0,0,0,128.3109,
401,1010016603,256,261,3,104,3,-,삼일대로,0,0,0,50,0,0,0,33.2749,
754,1010044000,257,227,1,104,0,-,수표로,0,0,0,30,0,0,0,197.1623,
666,1010045300,258,254,1,104,0,-,장충단로13길,1,0,0,30,0,0,0,45.5797,
669,1010045600,258,234,2,104,0,-,을지로39길,0,0,0,30,0,0,0,376.604,
672,1010046100,258,267,1,104,0,-,장충단로.장충단로13길,0,0,0,30,0,0,0,363.9125,
661,1010044700,259,241,1,104,0,-,을지로7길,0,0,0,30,0,0,0,161.2964,
402,116,260,230,3,104,0,-,충무로,1,0,0,50,0,0,0,205.3004,
398,1010016504,261,256,2,104,3,-,삼일대로,0,0,0,50,0,0,0,33.2748,
47,1010000104,262,249,3,103,0,6,새문안로,0,1,0,50,0,0,0,115.8679,
366,100,262,12,1,104,0,-,정동길,0,0,0,30,0,0,0,518.2579,
442,1010018502,263,-100,1,104,0,-,마장로,0,0,0,40,0,0,0,345.6532,
443,1010018601,263,255,1,104,0,-,마장로,0,0,0,40,0,0,0,324.1011,
675,1010046400,263,283,1,104,0,-,마장로9길,0,0,0,30,0,0,0,299.312,
750,1010043600,263,206,1,104,0,-,퇴계로85길,0,0,0,60,0,0,0,298.223,
435,1010018302,264,245,3,104,0,-,동호로,0,0,0,50,0,0,0,171.7687,
439,1010018403,264,276,4,104,0,-,동호로,0,0,0,50,0,0,0,119.2319,
665,1010045100,264,240,1,104,0,-,을지로35길,1,0,0,30,0,0,0,266.1809,
405,1010016902,265,242,3,104,0,-,남대문로,0,0,0,50,0,0,0,233.642,
409,1010017003,265,268,3,104,3,-,우정국로,0,0,0,50,0,0,0,34.7519,
383,1010017203,266,270,4,104,3,-,창경궁로,1,0,0,50,0,0,0,33.1407,
411,1010017102,266,247,3,104,0,-,창경궁로,0,0,0,50,0,0,0,180.4962,
416,1010017303,267,250,4,104,0,-,장충단로,0,0,0,50,0,0,0,134.4101,
421,1010017405,267,277,4,104,0,-,장충단로,0,0,0,50,0,0,0,89.8978,
447,1010018801,267,253,2,104,0,-,마장로,0,0,0,40,0,0,0,133.8981,
673,1010046200,267,258,1,104,0,-,장충단로,1,0,0,30,0,0,0,397.1346,
406,1010016903,268,265,3,104,3,-,우정국로,0,0,0,50,0,0,0,34.7518,
659,1010044300,269,213,1,104,0,-,을지로1길,0,0,0,30,0,0,0,331.2201,
412,1010017103,270,266,4,104,3,-,창경궁로,0,0,0,50,0,0,0,33.1407,
423,1010017501,271,14,2,104,0,-,무교로,1,0,0,30,0,0,0,222.2014,
426,1010017602,271,273,2,104,3,-,무교로,0,0,0,40,0,0,0,32.8108,
424,1010017502,273,271,2,104,3,-,무교로,1,0,0,40,0,0,0,32.8108,
427,1010017701,274,12,1,104,0,-,덕수궁길,1,0,0,30,0,0,0,487.7575,
430,1010017802,274,-100,1,104,0,-,덕수궁길,0,0,0,30,0,0,0,81.117,
670,1010045900,274,275,2,104,0,-,새문안로2길,0,0,0,30,0,0,0,127.17,
671,1010046000,275,274,2,104,0,-,새문안로2길,0,0,0,30,0,0,0,126.6219,
436,1010018303,276,264,3,104,0,-,동호로,0,0,0,50,0,0,0,119.2319,
440,1010018404,276,280,4,104,3,-,동호로,0,0,0,50,0,0,0,35.8267,
417,1010017304,277,267,4,104,0,-,장충단로,0,0,0,50,0,0,0,86.8289,
422,1010017406,277,281,3,104,3,-,율곡로,0,0,0,50,0,0,0,35.0698,
453,1010019101,278,255,3,104,0,-,다산로,0,0,0,60,0,0,0,182.8111,
456,1010019202,278,282,3,104,3,-,지봉로,0,0,0,60,0,0,0,39.3628,
466,1010019801,278,283,2,104,0,-,청계천로,0,0,0,30,0,0,0,318.9793,
437,1010018304,280,276,3,104,3,-,동호로,0,0,0,50,0,0,0,35.8267,
418,1010017305,281,277,3,104,3,-,율곡로,0,0,0,50,0,0,0,35.0699,
454,1010019102,282,278,3,104,3,-,지봉로,0,0,0,60,0,0,0,39.3628,
674,1010046300,283,263,1,104,0,-,마장로9길,0,0,0,30,0,0,0,291.4414,
677,1010046600,283,284,1,104,0,-,종로58길,0,0,0,60,0,0,0,37.9444,
462,1010019701,284,282,1,104,0,-,청계천로,0,0,0,30,0,0,0,298.6785,
676,1010046500,284,283,1,104,0,-,종로58길,0,0,0,60,0,0,0,37.9445,
467,1010019803,285,-100,1,104,0,-,청계천로,0,0,0,30,0,0,0,53.4922,
678,1010046700,285,-100,1,104,0,-,난계로,0,0,0,60,0,0,0,78.1046,
476,178,286,41,1,104,0,-,청파로,0,0,104,40,0,0,0,231.2831,
34,1010004402,287,107,4,104,0,-,통일로,0,0,0,40,0,0,0,15.1615,
558,1010030800,287,120,2,104,0,-,통일로2길,0,0,0,30,0,0,0,110.7366,
17,1010007408,288,140,3,104,0,-,서소문로,0,0,0,50,0,0,0,32.0113,
581,268,288,121,1,104,0,-,세종대로7길,0,0,0,30,0,0,0,133.8988,
98,1010002604,290,38,3,104,0,-,퇴계로,0,0,0,50,0,0,0,187.5301,
727,1010053600,290,7,3,104,0,-,한강대로,0,0,0,50,0,0,0,209.7385,
94,1010002506,291,38,3,104,0,-,퇴계로,0,0,0,50,0,0,0,50.3546,
100,1010002606,291,45,3,104,0,-,퇴계로,0,0,0,50,0,0,0,124.1115,
433,129,292,15,6,104,0,-,세종대로,0,0,0,50,0,0,0,218.4182,
541,1010029202,293,103,1,104,0,-,남대문시장길,0,0,0,50,0,0,0,143.9806,
549,1010030001,293,75,2,104,0,-,남대문시장10길,0,0,0,50,0,0,0,132.0587,
681,1010047000,294,295,1,104,0,-,-,0,0,0,30,0,0,0,92.2105,
680,1010046900,295,294,1,104,0,-,-,0,0,0,30,0,0,0,92.6434,
687,1010048900,295,155,1,104,0,-,서소문로9길,0,0,0,30,0,0,0,85.8561,도로명없음
689,1010049100,295,136,1,104,0,-,서소문로9길,0,0,0,30,0,0,0,52.7304,도로명없음
685,1010048500,296,126,1,104,0,-,세종대로,0,0,0,40,0,0,0,73.3151,
682,1010047100,297,161,1,104,0,-,명동11길,0,0,0,50,0,0,0,144.4434,
684,1010047300,297,221,1,104,0,-,명동11길,0,0,0,50,0,0,0,97.3941,
691,1010049300,298,252,1,104,0,-,마장로1가길,0,0,0,40,0,0,0,190.6949,
695,1010049700,299,253,1,104,0,-,-,0,0,0,10,0,0,0,84.2708,
697,1010049900,300,244,1,104,0,-,다산로48길,0,0,0,30,0,0,0,69.3729,
757,1010047500,301,198,1,104,0,-,다산로46길,0,0,0,40,0,0,0,97.8252,도로명없음
693,1010049500,302,54,1,104,0,-,다산로34길,0,0,0,30,0,0,0,121.2173,
760,1010047800,302,303,1,104,0,-,다산로32길,0,0,0,30,0,0,0,131.5861,
759,1010047700,303,302,1,104,0,-,다산로32길,0,0,0,30,0,0,0,155.9676,
761,1010047900,303,55,1,104,0,-,청구로4길,0,0,0,30,0,0,0,132.4975,
763,1010048100,304,56,1,104,0,-,청구로1길,0,0,0,40,0,0,0,129.3991,
700,1010050300,305,24,2,104,0,-,동호로10길,0,0,0,30,0,0,0,198.4475,
702,1010050500,306,25,1,104,0,-,다산로10길,0,0,0,30,0,0,0,90.3129,
705,1010050800,306,307,1,104,0,-,동호로7길,0,0,0,30,0,0,0,200.6721,
704,1010050700,307,306,1,104,0,-,동호로7길,0,0,0,30,0,0,0,196.1256,
765,1010048300,308,205,1,104,0,-,퇴계로87길,0,0,0,60,0,0,0,60.7054,
85,1010002201,309,43,3,104,0,-,청파로,0,0,0,60,0,0,0,84.2368,
