,LINK_ID,Source,Target,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
248,1010009004,1010023200,1010025000,4,104,000,-,통일로,0,0,000,50,0,0,0,87.3317,
249,1010009005,1010025000,1010025800,4,104,000,-,통일로,0,0,000,50,0,0,0,28.6402,
250,1010009006,1010025800,1010027000,4,104,000,-,통일로,0,0,000,50,0,0,420,69.3858,
251,1010009100,1010021700,1010021100,1,104,000,-,남대문로7길,1,0,000,30,0,0,0,246.0653,
252,1010009200,1010021100,1010021700,1,104,000,-,남대문로7길,0,0,000,30,0,0,0,248.7728,
253,1010009301,1010022500,1010022300,1,104,000,-,마른내로,0,0,000,30,0,0,0,259.3185,
254,1010009302,1010022300,1010002800,1,104,000,-,마른내로,0,0,000,30,0,0,0,225.8972,
255,1010009401,1010022300,1010022500,1,104,000,-,마른내로,0,0,000,30,0,0,0,259.7466,
256,1010009402,1010002800,1010022300,1,104,000,-,마른내로,0,0,000,30,0,0,0,225.9106,
257,1010009501,1010023300,1010021700,4,104,000,-,소공로,0,0,000,50,0,0,0,83.8212,
258,1010009502,1010024700,1010023300,4,104,000,-,소공로,0,0,000,50,0,0,0,55.0763,
259,1010009601,1010021700,1010023300,4,104,000,-,소공로,0,0,000,50,0,0,0,83.8212,
260,1010009602,1010023300,1010024700,4,104,000,-,소공로,0,0,000,50,0,0,0,53.121,
261,1010009700,1010003200,1010022500,1,104,000,-,마른내로,0,0,000,30,0,0,0,262.9094,
262,1010009800,1010022500,1010003200,1,104,000,-,마른내로,0,0,000,30,0,0,0,260.5951,
263,1010009902,1010024200,1010021600,6,104,000,-,세종대로,0,0,000,50,0,0,0,103.443,
264,1010010000,1010021600,1010024200,5,104,000,-,세종대로,0,0,000,50,0,0,0,105.4487,
265,1010010100,1010023700,1010002800,1,104,000,-,마른내로,0,0,000,30,0,0,0,362.8,
266,1010010200,1010002800,1010023700,1,104,000,-,마른내로,0,0,000,30,0,0,0,363.0596,
267,1010010301,1010022600,1010022100,2,104,000,-,퇴계로,0,0,000,50,0,0,0,50.0976,
268,1010010302,1010024300,1010022600,3,104,000,-,퇴계로,0,0,000,50,0,0,0,246.6594,
269,1010010303,1010024400,1010024300,3,104,000,-,퇴계로,0,0,000,50,0,0,0,82.1411,
270,1010010401,1010022100,1010022200,3,104,000,-,퇴계로,0,0,000,50,0,0,0,51.8061,
271,1010017202,1010031400,1010033500,3,104,000,-,창경궁로,1,0,000,50,0,0,0,177.5432,
272,1010010402,1010022200,1010023500,3,104,000,-,퇴계로,0,0,000,50,0,0,0,206.3196,
273,1010010403,1010023500,1010024000,3,104,000,-,퇴계로,0,0,000,50,0,0,0,40.5784,
274,1010010404,1010024000,1010024400,3,104,000,-,퇴계로,0,0,000,50,0,0,0,82.791,
275,1010010501,1010023700,1010022800,1,104,000,-,마른내로,0,0,000,30,0,0,0,368.5125,
276,1010010601,1010023000,1010023700,1,104,000,-,마른내로,0,0,000,30,0,0,0,371.9267,
277,1010010700,1010003200,1010023600,1,104,000,-,마른내로,0,0,000,30,0,0,0,205.0759,
278,1010010802,1010023600,1010003200,1,104,000,-,마른내로,0,0,000,30,0,0,0,204.5311,
279,1010010900,1010003700,1010024200,1,104,000,-,덕수궁길,1,0,000,30,0,0,0,367.7413,
280,1010011000,1010024200,1010003700,1,104,000,-,덕수궁길,0,0,000,30,0,0,0,358.708,
281,1010011100,1010024200,1010024700,4,104,000,-,소공로,0,0,000,50,0,0,0,116.5786,
282,1010011200,1010024700,1010024200,4,104,000,-,소공로,0,0,000,50,0,0,0,120.6295,
283,1010011301,1010026000,1010021100,3,104,000,-,남대문로,0,0,000,50,0,0,0,199.6088,
284,1010011302,1010027600,1010026000,3,104,000,-,남대문로,0,0,000,50,0,0,0,64.0876,
285,1010011401,1010021100,1010025900,3,104,000,-,남대문로,0,0,000,50,0,0,0,200.7451,
286,1010011402,1010025900,1010027600,3,104,000,-,남대문로,0,0,000,50,0,0,0,64.7667,
287,1010011501,1010025700,1010025400,3,104,000,-,을지로,0,0,000,50,0,0,0,67.0538,
288,1010011502,1010025400,1010024400,3,104,000,-,을지로,0,0,000,50,0,0,0,87.2789,
289,1010011602,1010024400,1010025700,3,104,000,-,을지로,0,0,000,50,0,0,0,155.311,
290,1010011701,1010024500,1010024400,3,104,000,-,퇴계로,0,0,000,60,0,0,0,84.5575,
291,1010011702,1010024900,1010024500,3,104,000,-,퇴계로,0,0,000,60,0,0,0,102.9344,
